,title,link,description,pubDate,realDate
72,Running is exploding in Korea — and so are sneaker sales,https://n.news.naver.com/mnews/article/640/0000059904?sid=101,"like Nike, Adidas and New Balance, newcomers including On Running, Hoka and Saucony have been expanding in Korea. On Running, Asics and Hoka, as well as Nike and Adidas, were the top-selling... ",2024-10,2024-10-09
73,"용인특례시, 청년농업인 대상 특강",http://www.breaknews.com/1061408,"introducing ‘Nike,’ the goddess of victory in Greek mythology. The mayor showed the statue of ‘Nike of Samothrace,’ and emphasized the importance of marketing and the story of how the sports company ‘Nike’... ",2024-10,2024-10-08
74,지금 당장 러닝화 구매 각,https://www.elle.co.kr/article/1872429,볼륨 있는 디자인의 화이트 러닝화는 Comme des Garçons×Nike. 민트 레터링 로고를 더한 스니커즈는 Tiffany &amp; Co.×Nike. 그러데이션 효과를 더한 러닝화는 Mm6 Maison Margiela×Salomon. 클래식한 화이트 스니커즈는 Miu Miu×New... ,2024-10,2024-10-29
75,"LeBron 22 Sneakers Set to ‘Change the Game’Exclusive Release Date, Sho...",https://www.econotimes.com/LeBron-22-Sneakers-Set-to-Change-the-GameExclusive-Release-Date-Shocking-Price-and-Bold-New-Design-Revealed-1689200,"Fans of LeBron James and sneakerheads alike are buzzing with excitement as Nike prepares to drop... Fans have been eagerly awaiting this drop, and it seems Nike has pulled out all the stops to... ",2024-10,2024-10-02
76,2024 시카고 마라톤 : 승리는 쉽게 오지 않는다,https://www.marieclairekorea.com/culture/lifestyle/2024/10/2024-chicago-marathon/?utm_source=naver&utm_medium=partnership,ⓒNIKE 배우인 그는 연기만큼이나 운동에 진심이었다. 넷플릭스 시리즈 &lt;피지컬 100&gt; 시즌 2에 출연해 남다른... 되거든요.” ⓒNIKE ⓒNIKE 그가 시카고 마라톤 훈련을 위해 선택한 러닝화는 나이키 페가수스 41. 더 멀리... ,2024-10,2024-10-17
77,The Cost of a New War in the Middle East,https://www.nytimes.com/2024/10/02/business/dealbook/oil-prices-israel-iran.html?partner=naver,"hope.) Nike clears the decks for its new C.E.O. With Elliott Hill set to take over Nike in two weeks, the struggling sportswear giant is helping him out with a classic corporate move: trying to... ",2024-10,2024-10-02
78,"Jordan 4 'Orchid,' Tekken Foamposite, and This Week’s Most Anticipated ...",https://www.econotimes.com/Jordan-4-Orchid-Tekken-Foamposite-and-This-Weeks-Most-Anticipated-Sneaker-Releases-1691313,"From the Halloween-themed Giannis Freak 6 and Nike Dunk Low to the Jordan 4 &quot;Orchid&quot; and Tekken Foamposite, this week is packed with exciting drops and unique collaborations. Nike Collaborates... ",2024-10,2024-10-22
79,"2024 패패부산 31일~ 11월 2일까지 벡스코서 개최 ...신발, 섬유, 패션 등...",http://www.breaknews.com/1066580,"COM), 무신사, 지에스(GS)샵 등 국내 구매자(바이어)와 'Nike Vietnam', 'Li Ning', 'American... COM, Musinsa, and GS Shop, as well as overseas buyers including ‘Nike Vietnam’, ‘Li Ning’, and... ",2024-10,2024-10-29
80,"쿠팡, 최대 70% 할인 역대 최대 규모 ‘로켓직구 광군제’ 개최",http://www.breaknews.com/1068314,"During the event, various products will be presented, from global top brands such as Xiaomi, Lenovo, Nike... Running shoes from global sports brands such as ASICS Jog 100 2 (60,000 won), Nike Air Monarch IV (60,000 won)... ",2024-11,2024-11-05
81,"러닝화의 새 시대가 열렸다, 역사를 써나갈 ‘나이키 보메로 18’",https://www.marieclairekorea.com/fashion/2024/11/nike-9/?utm_source=naver&utm_medium=partnership,"©Nike 나이키(Nike)가 새로운 러닝화의 출시를 예고했습니다. 그 주인공은 나이키 보메로 18(Vomero 18). 이번 러닝화는 최고의 쿠셔닝으로 모든 러너들이 자신의 한계에서 한발 더 나아가 더 오래, 더 멀리 달릴 수 있도록... ",2024-11,2024-11-22
82,'나이키' 편집 없이 내보낸 북한…&quot;대북제재 극복 의도&quot;,https://n.news.naver.com/mnews/article/421/0007909642?sid=100,"북한이 자국 관영매체에 미국 상표인 '나이키'(Nike)를 그대로 노출했다고 자유아시아방송(RFA)이 15일... 화면에 잡힌 제품은 나이키 팬텀 지엑스(Nike Phantom GX)로 추정되는데, 만약 정품이라면 이는 명백한 유엔... ",2024-11,2024-11-15
83,[스포츠 자이언트 나이키➊] 마켓셰어 회복이냐? 빼앗길 것이냐?,https://www.fashionbiz.co.kr/article/211505,"1971년 회사명을 나이키(NIKE)로 개명하고 직접 상품을 개발해 판매하는 스포츠 브랜드로 새롭게 시작해... 브랜드 네이밍으로 그리스신화 속 ‘승리의 여신’의 영어식 발음인 ‘나이키(NIKE)’를 만들었는데, 공정한... ",2024-11,2024-11-12
84,"Wu-Tang Dunks, Air Jordan 9 'Olive,' and This Week’s Hottest Sneaker Re...",https://www.econotimes.com/Wu-Tang-Dunks-Air-Jordan-9-Olive-and-This-Weeks-Hottest-Sneaker-Releases-1692752,"Among the general releases, Nike is bringing back the Air Max 1 “Powerwall” in its most... x NIKE Hot Step 2 “Mint Foam” – Drops on November 5th exclusively at NOCTA.com at midnight... ",2024-11,2024-11-05
85,"ANTA &amp; Klay Thompson Debut KT-10, While Ja Morant Goes ‘In The Woods’ ...",https://www.econotimes.com/ANTA-Klay-Thompson-Debut-KT-10-While-Ja-Morant-Goes-In-The-Woods-on-Ja-2-1693331,"Meanwhile, Ja Morant’s Nike Ja 2 &quot;In The Woods&quot; teases fans with a versatile new colorway... Ja Morant Teases Versatile ‘In The Woods’ Nike Ja 2 Colorway for Late 2024 Meanwhile, Ja... ",2024-11,2024-11-09
86,"Massive Sneaker Lineup Ahead: Jordan 4 'Fear,' Travis Scott 'Mocha,' and ...",https://www.econotimes.com/Massive-Sneaker-Lineup-Ahead-Jordan-4-Fear-Travis-Scott-Mocha-and-More-Releases-1693520,"the Nike Air Max TL 2.5 reissue. For those looking to stay on top of this full range of upcoming... On this date, Nike’s Air Max DN “Light Bone” also arrives with a distinct pull-tabbed... ",2024-11,2024-11-12
87,Travis Scott's 'Velvet Brown' Air Jordan 1s and Nike’s 'VUU Panthers' A...,https://www.econotimes.com/Travis-Scotts-Velvet-Brown-Air-Jordan-1s-and-Nikes-VUU-Panthers-AF1s-Drop-Soon-1692900,"Adding to the excitement, Nike’s Yardrunners series returns with the VUU Panthers Air Force 1... and Nike Zoom Field Jaxx. However, the Air Jordan 1—especially the low-top OG cut—continues... ",2024-11,2024-11-06
88,"[미국주식] 턴어라운드 시동 건 나이키, 핵심은 ‘백 투 베이직’",https://www.itooza.com/common/iview.php?no=2024123009181762389,"다우 종목 중 최악의 주가 실적을 기록한 주식 중 하나인 나이키(Nike: NYSE--NKE)는 과연 턴어라운드에... 나아가 그는 나이키 다이렉트(Nike Direct)를 통한 온라인 판매뿐만 아니라, 오프라인의 소매 및 도매... ",2024-12,2024-12-30
89,Chinese students reveal rare look at luxury goods in North Korea,https://n.news.naver.com/mnews/article/023/0003877529?sid=104,"The photos show Adidas and Nike shoes and clothing displayed in a section labeled “sports... used Nike and SK-II,” and “It feels like being in Japan.” Daesong Department Store is... ",2024-12,2024-12-19
90,"With This MoMA Artist, the Painting Does the Talking",https://www.nytimes.com/2024/12/16/arts/design/marlon-mullen-moma.html?partner=naver,"He is known among his friends and colleagues for his sartorial élan, and on the day of my visit was sporting a tan Adidas tracksuit with a pale pink T-shirt, a black Nike ball cap and Nike high... ",2024-12,2024-12-16
91,Can You Copyright a Vibe?,https://www.nytimes.com/2024/12/05/style/clean-girl-aesthetic-influencer-lawsuit.html?partner=naver,"In 2018, the photographer Jacobus Rentmeester sued Nike, claiming that the athletic apparel... Court of Appeals for the Ninth Circuit after Nike pointed out that it did not use Mr. Rentmeester’... ",2024-12,2024-12-05
92,"CEO 바뀐 나이키, 기대 이상 실적 발표에도 주가 제자리",https://n.news.naver.com/mnews/article/009/0005417092?sid=101,이날 엘리엇 힐 CEO는 “우리는 장기적인 주주 가치를 창출할 수 있도록 사업을 재조정하기 위해 즉각적인 조처를 하고 있다”며 “나이키가 나이키하는 순간(NIKE being NIKE again)을 더 많이 보게 될 것이라고... ,2024-12,2024-12-20
93,Should ‘Sports’ Be a College Major?,https://www.nytimes.com/2025/01/30/learning/should-sports-be-a-college-major.html?partner=naver,"even Nike, the sports apparel giant, joining some academics in pushing for it to become a... Hollander found a notably influential audience: the sports apparel company Nike, which pumps hundreds... ",2025-01,2025-01-30
94,"“여성 러너들을 위한 축제” 나이키, 2025 애프터 다크 투어 개최",https://n.news.naver.com/mnews/article/009/0005426828?sid=103,전 세계 누구나 사용할 수 있는 나이키 런 클럽 앱 (Nike Run Club App)을 통해 나이키 러닝 코치 딜짓 테일러... 애프터 다크 투어 서울 10K 참가 접수는 오는 31일까지 레이스 공식 사이트 https://afterdarktour.nike.com/ko/seoul... ,2025-01,2025-01-10
95,"나이키, 2025 애프터 다크 투어 (After Dark Tour) 개최",https://m.sports.naver.com/general/article/109/0005226343,"전 세계 누구나 사용할 수 있는 나이키 런 클럽 앱 (Nike Run Club App)을 통해 나이키 러닝 코치 딜짓... https://afterdarktour.nike.com/ko/seoul 에서 가능하다. 대회에 함께할 7,000명의 러너는 추첨을 통해 선정되며, 최종... ",2025-01,2025-01-14
96,"As N.B.A. Looks to Next Generation, a 7-Foot-4 French Superstar Is Ready",https://www.nytimes.com/2025/01/23/business/victor-wembanyama-nba-france.html?partner=naver,"with Nike and the French luxury fashion brand Louis Vuitton, both of which help him solve the... how Nike signed Michael Jordan. In the conference room in Milwaukee, Wembanyama was told about... ",2025-01,2025-01-23
97,엄마도 막지 못해! 일곱 소년 킥플립의 첫 이야기,https://www.vogue.co.kr/2025/01/22/%ec%97%84%eb%a7%88%eb%8f%84-%eb%a7%89%ec%a7%80-%eb%aa%bb%ed%95%b4-%ec%9d%bc%ea%b3%b1-%ec%86%8c%eb%85%84-%ed%82%a5%ed%94%8c%eb%a6%bd%ec%9d%98-%ec%b2%ab-%ec%9d%b4%ec%95%bc%ea%b8%b0/?utm_source=naver&utm_medium=partnership,"나이키(Nike), 바지는 맥퀸 바이 션 맥기르(McQueen by Seán McGirr). 민제 Minje 기타 치는 소년 어릴 때 &lt;스쿨... 나이키(Nike), 바지는 맥퀸 바이 션 맥기르(McQueen by Seán McGirr), 동현의 톱은 카키스(Khakis), 주왕의 메시... ",2025-01,2025-01-22
98,"㈜드림스코프, USA 프리코(PRECOR), 한국 총판 계약...스포츠 시설 컨설...",https://www.woodkorea.co.kr/news/articleView.html?idxno=83354,"나이키(NIKE)에서 런칭한 프리미엄 나이키 스트렝스(NIKE Strength)와 2024년 10월 15일 독점 파트너쉽 계약을 체결하여 상업용 프리웨이트를 제공한다고 발표하였다. 특히, 프로 플레이트와 덤벨로 구성된 프리미엄... ",2025-01,2025-01-21
99,¿Zapatos horrendos o geniales? ¿Qué pensar del 1906L de New Balance?,https://www.nytimes.com/es/2025/01/12/espanol/estilos-de-vida/snoafer-1906l-new-balance.html?partner=naver,"Y en segundo lugar, los Nike Air Verdana, unos tenis de golf, también de principios de la... BUGBEE: Yo los sitúo más en la categoría de los Nike Air Rift Tabis: tenis con ambiciones... ",2025-01,2025-01-12
100,A Workplace Crush Heats Up Thanks to Burned Cauliflower Pizza,https://www.nytimes.com/2025/01/17/style/taylor-maki-jorge-melgoza-wedding.html?partner=naver,"Maki went to work with a brand-new pair of red Nike Sock Darts, which, Mr. Melgoza, a self... Murillo attended the wedding and recounted the story about the red Nike sneakers in a speech.) They... ",2025-01,2025-01-17
101,Getting the Art Out of the Studio and Onto Your Kicks,https://www.nytimes.com/2025/01/11/arts/design/sky-gellatly-artist-brand-nike.html?partner=naver,"including Nike, Marc Jacobs, Tommy Hilfiger, Comme des Garçons, Louis Vuitton and the late... and several collaborations with Nike centered on the 2026 World Cup. Gellatly has seemed content for... ",2025-01,2025-01-11
102,What’s Your Major? Some Say ‘Sports’ Should Be an Acceptable Answer.,https://www.nytimes.com/2025/01/25/business/college-sports-academic-major.html?partner=naver,"Now Nike is joining some academics in pushing for it to become a reality. For decades, a small... Hollander found a notably influential audience: the sports apparel company Nike, which pumps... ",2025-01,2025-01-25
103,‘Becoming Led Zeppelin’ Review: The Master Blasters,https://www.nytimes.com/2025/02/13/movies/becoming-led-zeppelin-review.html?partner=naver,"Soon after Sha’Carri Richardson looks right at the camera in the new Nike ad “So Win,” you hear the telltale sounds of one of the most famous guitar riffs in history. Nike dropped the... ",2025-02,2025-02-13
104,The Power Struggle Over a College Athlete’s Medical Well-Being,https://www.nytimes.com/2025/02/16/us/penn-state-medical-coaches-trainers.html?partner=naver,"Early in the 2014 football season, a Nike representative entered the Penn State athletic... The tape covered the Nike swoosh, and the representative wanted it stopped, court testimony showed.... ",2025-02,2025-02-16
105,"FITI시험연구원, 첫 ZDHC InCheck 3자 검증 수행",https://n.news.naver.com/mnews/article/092/0002364229?sid=105,"특히, 3월 초 NIKE 공급업체를 대상으로 추가 검증을 진행하며 국내 섬유패션 기업들이 친환경 기준을 준수할 수 있도록 적극 지원할 방침이다. 윤주경 FITI 원장은 “ZDHC InCheck 검증은 글로벌 패션... ",2025-02,2025-02-24
106,"코로나가 바꾼 중국 애슬레저 시장, ‘스포츠웨어’에서 ‘캐쥬얼’로...",http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=180&CONTENTS_NO=1&bbsGbn=243&bbsSn=243&pNttSn=225593,(安踏) Nike Nike Nike 안타(安踏) Nike Nike 5 Nike Nike 안타(安踏) 안타(安踏) 룰루레몬 Nike 룰루레몬 룰루레몬 6 언더아머 룰루레몬 룰루레몬 룰루레몬 안타(安踏) 룰루레몬 안타(安踏) 안타(安踏) 7 룰루레몬... ,2025-02,2025-02-19
107,킵초게가 신은 ‘나이키 페가수스’엔 왜 날개가 둘일까,https://n.news.naver.com/mnews/article/262/0000018120?sid=103,"‘니케(Nike)’는 그리스 신화에서 승리의 여신으로 로마에서는 ‘빅토리아(Victoria)’라고 했고, 영어로는... 그 니케상은 ‘니케 압테로스(Nike Apteros)’라고 한다. ‘압테로스’는 그리스어로 ‘날개가 없는’... ",2025-02,2025-02-06
108,"드림스코프, 프리코와 한국 독점 총판 계약 체결",https://www.nbntv.co.kr/news/articleView.html?idxno=3032615,"프리코는 2024 뉴스위크 운동 기구 부문 1위를 차지했으며, 나이키(NIKE)의 프리미엄 스트렝스 라인과 독점... 특히, 프리미엄 라인으로 구성된 나이키 스트렝스(NIKE Strength)는 상업용 휘트니스 시설을 위해 설계되어... ",2025-02,2025-02-04
109,2025 스니커즈 백과 Part 2.,https://www.esquirekorea.co.kr/article/1878908,"Shox NIKE 샥스를 만들기까지 걸린 시간은 무려 16년. 독보적인 에어 테크놀로지를 적용한 첫 스니커즈 에어 포스 1의 성공 이후, 나이키는 1984년 우주복과 우주비행사들의 장비, 로켓 부스터에서 영감 받아 미래 세대를... ",2025-03,2025-03-23
110,When the Office Is an Influencer’s Best Accessory,https://www.nytimes.com/2025/03/20/style/corporate-fashion-influencers-mclaurine-pinover-doge.html?partner=naver,"A white T-shirt, gray pants and cherry red Nike Air Rifts, which he described as “a calm office fit.” The whole process takes about five minutes. Then he has to upload. “I try to do the... ",2025-03,2025-03-20
111,Accusations of Corporate Espionage Shake a Software Rivalry,https://www.nytimes.com/2025/03/17/business/dealbook/rippling-deel-corporate-spy.html?partner=naver,"Separately, Accenture, Nike, FedEx and the Olive Garden parent Darden Restaurants report quarterly results. Trump vs. Big Law For weeks, law firms across the country have wondered if they’re... ",2025-03,2025-03-17
112,"의정부시, 청년 취창업 콘서트 참가자 모집… 글로벌 기업 멘토링 기회",http://www.kihoilbo.co.kr/news/articleView.html?idxno=1136800,"참가멘토는 삼성SDI, LG전자, 기아자동차, SK하이닉스, LG생활건강, 카카오, Nike, Amazon, J&amp;J(존슨앤존슨), KT, 한국전력공사, 키움증권, 시그니엘 호텔,  크래프톤, 블루포인트파트너스,  쿠팡, 삼성병원 등 17개 기업 전... ",2025-03,2025-03-20
113,"베트남에 '관세폭탄' 겨눈 美…공장 둔 K패션, 대안마련 부심",https://www.ebn.co.kr/news/articleView.html?idxno=1655826,"20일 유통업계에 따르면 글로벌 투자은행(IB) 모건스탠리는 최근 '베트남 관세 위험이 업계에 역풍이 될 수 있다'고 지적하며 특히 나이키(Nike), 온(On), 스케처스(Skechers)와 같은 신발 브랜드들이 위험에 노출될 가능성이 클... ",2025-03,2025-03-20
114,&quot;고용시장서 Z세대 날고 회계사 수요↑&quot;...글로벌 고용 상황 분석해보니,https://n.news.naver.com/mnews/article/243/0000074062?sid=101,"인스타카트(Instacart), 타임(TIME), 도어대시(Doordash), 오픈AI(OpenAI), 나이키(Nike), 쇼피파이(Shopify), 에르메스(Hermes) 등 3만5000여 글로벌 기업을 이용자로로 둔 글로벌 HR 서비스 회사 딜(Deel)이 이와 같은 내용을 담은... ",2025-03,2025-03-10
115,Wall Street Rebounds Slightly as Tariff Concerns Ease and Fed Stays Patie...,https://www.econotimes.com/Wall-Street-Rebounds-Slightly-as-Tariff-Concerns-Ease-and-Fed-Stays-Patient-1705447,"Nike slid 5.46% on weak revenue guidance, and Nucor sank 5.78% after a disappointing profit forecast. Boeing surged 3.06% after securing a fighter jet contract, while Lockheed Martin fell 5.79... ",2025-03,2025-03-22
116,"상진기업, ‘2025 글로벌 지속가능 브랜드 50’ 선정",https://n.news.naver.com/mnews/article/050/0000088010?sid=101,"올해 ‘소비자 추천 글로벌 지속가능 브랜드 50’에는 NIKE, Unilever, IKEA, BMW, The North Face, L’Oréal, Tiffany &amp; Co. 등이 함께 선정됐으며, 상진기업은 국내 포장·패키징 분야 기업으로 유일하게 선정됐다. 송현준... ",2025-03,2025-03-21
